PlayerName,Team,PlayerNumber,GamesPlayed,GamesStarted,StartingPercentage,TotalPoints,AvgPointsPerGame,1PMadeShots,2PMadeShots,3PMadeShots,TotalFieldGoalsMade,AvgShotsPerGame,PointsPerShot,FTAttempts,FTMakes,FTPercentage,TotalFouls,AvgFoulsPerGame,PFouls,P1Fouls,P2Fouls,P3Fouls,T1Fouls,U1Fouls,U2Fouls,U3Fouls,GDFouls
ZIANVENI Michael,Résidence Walferdange B,14,2,2,100.0,16,8.0,1,6,1,8,4.0,2.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0
MICHELS Damien,BC Mess B,9,7,5,71.4,16,2.29,0,5,2,7,1.0,2.29,0,0,0.0,10,1.43,2,3,5,0,0,0,0,0,0
PEFFER Maxime,Gréngewald Hueschtert B,6,5,3,60.0,16,3.2,1,6,1,8,1.6,2.0,2,1,50.0,9,1.8,4,1,3,0,1,0,0,0,0
KICKERT Hendrik,T71 Dudelange C,5,3,1,33.3,16,5.33,0,8,0,8,2.67,2.0,0,0,0.0,5,1.67,1,0,4,0,0,0,0,0,0
TANI Timo,Kordall Steelers,4,5,0,0.0,16,3.2,1,6,1,8,1.6,2.0,0,0,0.0,6,1.2,3,0,3,0,0,0,0,0,0
BINAME Maxime Pierre-Jean,Sparta Bertrange C,5,3,0,0.0,16,5.33,1,6,1,8,2.67,2.0,0,0,0.0,5,1.67,3,1,1,0,0,0,0,0,0
BUTLER Noah,Nitia Bettembourg B,10,4,0,0.0,16,4.0,2,3,2,7,1.75,2.29,0,0,0.0,10,2.5,4,1,5,0,0,0,0,0,0
SHINGEL Kirill,Amicale Steesel B,13,5,1,20.0,16,3.2,2,7,0,9,1.8,1.78,0,0,0.0,12,2.4,1,2,8,1,0,0,0,0,0
HETTO Charel,US Heffingen B,13,3,3,100.0,16,5.33,2,7,0,9,3.0,1.78,0,0,0.0,9,3.0,2,0,7,0,0,0,0,0,0
KERSCHEN Gilles,Musel Pikes,14,6,0,0.0,16,2.67,0,8,0,8,1.33,2.0,0,0,0.0,6,1.0,1,1,3,0,0,0,1,0,0
KEMEVUAKO Pedrito,BC Mess B,4,1,1,100.0,16,16.0,2,4,2,8,8.0,2.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0
PLEIMLING Gary Andre,AS Soleuvre C,11,2,2,100.0,16,8.0,2,1,4,7,3.5,2.29,0,0,0.0,5,2.5,2,0,3,0,0,0,0,0,0
GERMEAUX Tom,Sparta Bertrange B,7,1,1,100.0,16,16.0,3,5,1,9,9.0,1.78,2,1,50.0,3,3.0,2,0,1,0,0,0,0,0,0
LUKIC Teodor,Bascharage Hedgehogs,8,7,1,14.3,16,2.29,5,4,1,10,1.43,1.6,2,1,50.0,13,1.86,5,0,7,0,0,0,1,0,0
DAIMINGER Jonathan Maximilian,Avanti Mondorf,15,6,1,16.7,16,2.67,0,8,0,8,1.33,2.0,0,0,0.0,9,1.5,1,2,5,0,0,0,1,0,0
SABOTIC Eldar,North Fox C,14,1,1,100.0,16,16.0,1,6,1,8,8.0,2.0,0,0,0.0,2,2.0,0,0,2,0,0,0,0,0,0
LOPES MORAIS Lenny,Etzella Ettelbruck B,5,3,1,33.3,16,5.33,0,2,4,6,2.0,2.67,0,0,0.0,5,1.67,4,1,0,0,0,0,0,0,0
MALTERRE Romain Guillaume,Telstar Hesperange B,10,4,0,0.0,16,4.0,1,6,2,9,2.25,1.78,0,0,0.0,6,1.5,1,3,2,0,0,0,0,0,0
BECKER Pol,T71 Dudelange C,13,1,1,100.0,16,16.0,0,2,4,6,6.0,2.67,0,0,0.0,5,5.0,2,0,3,0,0,0,0,0,0
BELLWALD Yves,US Heffingen C,8,1,1,100.0,16,16.0,3,5,1,9,9.0,1.78,2,1,50.0,0,0.0,0,0,0,0,0,0,0,0,0
VUKOTIC Filip,Telstar Hesperange E,12,2,1,50.0,16,8.0,0,8,0,8,4.0,2.0,0,0,0.0,1,0.5,0,0,1,0,0,0,0,0,0
WEALER Joel,Avanti Mondorf,13,5,4,80.0,16,3.2,2,7,0,9,1.8,1.78,0,0,0.0,19,3.8,14,2,3,0,0,0,0,0,0
PERAKIS Alexandros,Racing Luxembourg D,8,1,1,100.0,15,15.0,4,1,3,8,8.0,1.88,0,0,0.0,3,3.0,0,0,3,0,0,0,0,0,0
ANELLI Alessandro,BBC Käldall,9,3,2,66.7,15,5.0,2,2,3,7,2.33,2.14,0,0,0.0,9,3.0,3,1,4,1,0,0,0,0,0
PERIDIS Promitheas,Telstar Hesperange B,13,4,0,0.0,15,3.75,1,7,0,8,2.0,1.88,0,0,0.0,6,1.5,1,3,2,0,0,0,0,0,0
LIU Janssen,Black Frogs Schieren B,13,4,1,25.0,15,3.75,3,6,0,9,2.25,1.67,2,1,50.0,3,0.75,2,0,1,0,0,0,0,0,0
SCHROEDER Noe,T71 Dudelange B,7,4,3,75.0,15,3.75,2,5,1,8,2.0,1.88,0,0,0.0,2,0.5,0,1,1,0,0,0,0,0,0
WOZNIAK Artur,Résidence Walferdange B,7,4,1,25.0,15,3.75,3,6,0,9,2.25,1.67,0,0,0.0,4,1.0,1,0,3,0,0,0,0,0,0
JESUS FREDERICO Emmanuel,Basket Esch,14,6,0,0.0,15,2.5,1,7,0,8,1.33,1.88,2,1,50.0,4,0.67,1,0,3,0,0,0,0,0,0
BAH Sofiane Amadou,Racing Luxembourg D,15,1,1,100.0,15,15.0,0,6,1,7,7.0,2.14,0,0,0.0,3,3.0,3,0,0,0,0,0,0,0,0
KOURIS Michail-Kosmas,Gréngewald Hueschtert C,10,1,0,0.0,15,15.0,0,3,3,6,6.0,2.5,0,0,0.0,1,1.0,1,0,0,0,0,0,0,0,0
BIREN Nico,North Fox,10,7,0,0.0,15,2.14,1,7,0,8,1.14,1.88,0,0,0.0,13,1.86,6,1,5,0,0,0,1,0,0
KLAUNER Sven,Musel Pikes C,7,4,4,100.0,15,3.75,4,1,3,8,2.0,1.88,0,0,0.0,4,1.0,1,0,3,0,0,0,0,0,0
SUJETA Andrius,Telstar Hesperange C,4,4,4,100.0,15,3.75,2,5,1,8,2.0,1.88,0,0,0.0,12,3.0,6,1,5,0,0,0,0,0,0
MONTERO GONZALEZ Jorge,Racing Luxembourg D,9,2,1,50.0,15,7.5,2,5,1,8,4.0,1.88,0,0,0.0,6,3.0,1,1,4,0,0,0,0,0,0
TORRES DOS SANTOS Christophe Manuel,AB Contern B,11,2,2,100.0,14,7.0,5,3,1,9,4.5,1.56,4,2,50.0,2,1.0,1,0,1,0,0,0,0,0,0
KEMP Daniel,Black Frogs Schieren C,11,1,1,100.0,14,14.0,0,1,4,5,5.0,2.8,0,0,0.0,2,2.0,0,0,2,0,0,0,0,0,0
HOFFMANN Claude,Racing Luxembourg D,6,3,0,0.0,14,4.67,1,5,1,7,2.33,2.0,0,0,0.0,3,1.0,0,0,3,0,0,0,0,0,0
ADJOGBOVI Mensanh Theodore,North Fox C,8,2,1,50.0,14,7.0,1,5,1,7,3.5,2.0,0,0,0.0,4,2.0,2,0,2,0,0,0,0,0,0
PFEIFFENSCHNEIDER Marc,Racing Luxembourg D,8,1,0,0.0,14,14.0,0,1,4,5,5.0,2.8,0,0,0.0,2,2.0,1,0,1,0,0,0,0,0,0
GERSTMANN Gilles,AS Soleuvre C,5,3,1,33.3,14,4.67,0,7,0,7,2.33,2.0,0,0,0.0,5,1.67,1,1,3,0,0,0,0,0,0
DELGADO DOS SANTOS Marvin,Etzella Ettelbruck,7,4,0,0.0,14,3.5,0,4,2,6,1.5,2.33,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0
RADACINA-RUSU Bodgan,US Heffingen C,12,2,2,100.0,14,7.0,2,6,0,8,4.0,1.75,0,0,0.0,4,2.0,2,1,1,0,0,0,0,0,0
PRIM Dayne,Gréngewald Hueschtert,5,1,1,100.0,14,14.0,1,5,1,7,7.0,2.0,2,1,50.0,4,4.0,2,1,0,1,0,0,0,0,0
AJDINOSKI Mohamed,Rebound Préizerdaul B,8,1,1,100.0,14,14.0,0,4,2,6,6.0,2.33,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0
WILSON DA SILVA Almada,Bascharage Hedgehogs B,12,2,1,50.0,14,7.0,1,5,1,7,3.5,2.0,0,0,0.0,5,2.5,1,0,4,0,0,0,0,0,0
FREYMANN Jamie,BC Mess,6,5,0,0.0,14,2.8,0,5,2,7,1.4,2.0,0,0,0.0,6,1.2,2,1,3,0,0,0,0,0,0
BOREIKO Maurice Georges,Amicale Steesel C,14,4,1,25.0,14,3.5,1,5,1,7,1.75,2.0,0,0,0.0,5,1.25,1,0,4,0,0,0,0,0,0
STEIN Arthur,Sparta Bertrange B,5,3,2,66.7,14,4.67,2,6,0,8,2.67,1.75,0,0,0.0,2,0.67,1,0,1,0,0,0,0,0,0
BIEUX Axel,Etzella Ettelbruck B,14,5,4,80.0,14,2.8,0,7,0,7,1.4,2.0,0,0,0.0,14,2.8,5,4,5,0,0,0,0,0,0
HOLMAN Christian Michael,BBC Käldall,11,3,3,100.0,14,4.67,1,6,1,8,2.67,1.75,0,0,0.0,11,3.67,3,1,6,0,1,0,0,0,0
MULLER Nicolas,Racing Luxembourg B,11,2,0,0.0,14,7.0,0,7,0,7,3.5,2.0,0,0,0.0,3,1.5,0,1,2,0,0,0,0,0,0
WOLFF Jerome,Rebound Préizerdaul,7,4,0,0.0,14,3.5,0,1,4,5,1.25,2.8,0,0,0.0,5,1.25,1,1,2,0,0,0,1,0,0
MERTZIG Christophe,AB Contern,8,4,2,50.0,14,3.5,2,0,4,6,1.5,2.33,4,2,50.0,7,1.75,2,1,2,1,1,0,0,0,0
MALESEVIC Uros,T71 Dudelange,13,4,0,0.0,14,3.5,3,4,2,9,2.25,1.56,2,1,50.0,7,1.75,1,1,5,0,0,0,0,0,0
ERNSTER Max,Amicale Steesel C,6,4,3,75.0,14,3.5,0,1,4,5,1.25,2.8,0,0,0.0,6,1.5,1,1,3,1,0,0,0,0,0
ELCHEROTH Pit,Racing Luxembourg B,11,2,0,0.0,13,6.5,4,3,1,8,4.0,1.62,2,1,50.0,2,1.0,1,0,1,0,0,0,0,0,0
DZELALIJA Petar,Bascharage Hedgehogs B,12,3,0,0.0,13,4.33,3,2,2,7,2.33,1.86,2,1,50.0,7,2.33,3,0,4,0,0,0,0,0,0
MERTENS Lou,Avanti Mondorf B,13,1,1,100.0,13,13.0,2,4,1,7,7.0,1.86,0,0,0.0,4,4.0,1,1,1,0,0,0,1,0,0
DELGADO Nelson,Etzella Ettelbruck B,15,1,1,100.0,13,13.0,3,2,2,7,7.0,1.86,0,0,0.0,3,3.0,3,0,0,0,0,0,0,0,0
KREMER Charles,Mambra Mamer C,10,2,2,100.0,13,6.5,3,5,0,8,4.0,1.62,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0
BODILSEN Christian,Amicale Steesel C,9,2,1,50.0,13,6.5,4,3,1,8,4.0,1.62,0,0,0.0,1,0.5,1,0,0,0,0,0,0,0,0
SCHNURR Patrick,AS Soleuvre C,5,3,2,66.7,13,4.33,1,3,2,6,2.0,2.17,0,0,0.0,5,1.67,1,1,3,0,0,0,0,0,0
GILLEN Kevin John,BBC Dikrich,5,1,1,100.0,13,13.0,1,0,4,5,5.0,2.6,0,0,0.0,2,2.0,1,0,1,0,0,0,0,0,0
DELGADO DOS SANTOS Marvin,Etzella Ettelbruck B,6,1,1,100.0,13,13.0,4,3,1,8,8.0,1.62,0,0,0.0,3,3.0,0,0,3,0,0,0,0,0,0
RODESCH Pol,Black Star Mersch C,11,1,0,0.0,13,13.0,5,4,0,9,9.0,1.44,0,0,0.0,5,5.0,4,0,1,0,0,0,0,0,0
NEVES Mathys,North Fox B,4,1,0,0.0,13,13.0,1,6,0,7,7.0,1.86,0,0,0.0,2,2.0,1,0,1,0,0,0,0,0,0
KEMEVUAKO Giovanni,BC Mess B,15,1,1,100.0,13,13.0,1,3,2,6,6.0,2.17,0,0,0.0,1,1.0,0,0,1,0,0,0,0,0,0
LADONET Arthur Jacques Michel,Avanti Mondorf B,7,1,0,0.0,13,13.0,1,3,2,6,6.0,2.17,0,0,0.0,3,3.0,0,0,3,0,0,0,0,0,0
CHEN Owen,Nitia Bettembourg,4,4,0,0.0,13,3.25,0,2,3,5,1.25,2.6,0,0,0.0,1,0.25,1,0,0,0,0,0,0,0,0
TEIXEIRA BADOIS Alexandre,North Fox C,10,2,2,100.0,13,6.5,0,5,0,5,2.5,2.6,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0
WEIS Laurent,Telstar Hesperange E,9,3,3,100.0,13,4.33,1,6,0,7,2.33,1.86,2,1,50.0,8,2.67,4,1,3,0,0,0,0,0,0
ITTENBACH Tim,Black Frogs Schieren B,7,2,0,0.0,13,6.5,5,4,0,9,4.5,1.44,0,0,0.0,4,2.0,2,0,2,0,0,0,0,0,0
JULIEN Yannick,Gréngewald Hueschtert,13,8,0,0.0,13,1.62,0,2,3,5,0.62,2.6,0,0,0.0,9,1.12,3,1,5,0,0,0,0,0,0
TIBOLD Noe,Arantia Larochette,4,6,0,0.0,13,2.17,2,4,1,7,1.17,1.86,0,0,0.0,7,1.17,1,1,5,0,0,0,0,0,0
STEFFEN Tom,Musel Pikes B,14,1,1,100.0,13,13.0,3,5,0,8,8.0,1.62,0,0,0.0,2,2.0,2,0,0,0,0,0,0,0,0
DA SILVA JOSE Ewan,CFBB U18,5,4,0,0.0,12,3.0,1,4,1,6,1.5,2.0,2,1,50.0,9,2.25,4,2,3,0,0,0,0,0,0
JAATINEN Jussi Matti,Racing Luxembourg D,11,2,1,50.0,12,6.0,2,5,0,7,3.5,1.71,0,0,0.0,3,1.5,2,0,1,0,0,0,0,0,0
AUST Norman,Telstar Hesperange D,7,2,2,100.0,12,6.0,0,6,0,6,3.0,2.0,0,0,0.0,5,2.5,2,0,3,0,0,0,0,0,0
SCHMIT Michel,AS Soleuvre C,7,3,1,33.3,12,4.0,4,4,0,8,2.67,1.5,1,1,100.0,3,1.0,0,1,2,0,0,0,0,0,0
KASSIS Fares,Luxembourg Phoenix,15,4,2,50.0,12,3.0,2,5,0,7,1.75,1.71,2,1,50.0,5,1.25,1,1,3,0,0,0,0,0,0
SCHMITZ Sebastien,North Fox,7,7,0,0.0,12,1.71,1,1,3,5,0.71,2.4,0,0,0.0,6,0.86,0,0,4,0,0,0,2,0,0
SARAC Matija,Telstar Hesperange C,11,3,3,100.0,12,4.0,0,1,4,5,1.67,2.4,0,0,0.0,4,1.33,0,2,2,0,0,0,0,0,0
MC LEOD Theo,Sparta Bertrange B,12,1,1,100.0,12,12.0,0,6,1,7,7.0,1.71,0,0,0.0,3,3.0,0,0,3,0,0,0,0,0,0
MIKHAEL Chadi,Luxembourg Phoenix,12,5,1,20.0,12,2.4,0,3,2,5,1.0,2.4,0,0,0.0,4,0.8,0,0,4,0,0,0,0,0,0
COSTA FARINHA Rafael,T71 Dudelange B,11,2,1,50.0,12,6.0,0,6,0,6,3.0,2.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0
ROCK Nils,US Heffingen C,6,1,1,100.0,12,12.0,0,3,3,6,6.0,2.0,0,0,0.0,3,3.0,1,1,1,0,0,0,0,0,0
AGOSTINUCCI Alessandro,T71 Dudelange C,12,4,3,75.0,12,3.0,0,6,0,6,1.5,2.0,0,0,0.0,5,1.25,2,0,3,0,0,0,0,0,0
DELGADO FERREIRA Manuel,Black Frogs Schieren B,6,2,1,50.0,12,6.0,2,2,2,6,3.0,2.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0
MAROUN Charbel,Luxembourg Phoenix,4,3,0,0.0,12,4.0,1,1,3,5,1.67,2.4,0,0,0.0,4,1.33,1,1,1,1,0,0,0,0,0
RODEN Tom,Telstar Hesperange,12,4,4,100.0,12,3.0,2,3,2,7,1.75,1.71,0,0,0.0,8,2.0,2,1,5,0,0,0,0,0,0
WEBER Sascha Herbert Felix,Musel Pikes C,15,2,0,0.0,11,5.5,1,5,0,6,3.0,1.83,0,0,0.0,1,0.5,0,0,1,0,0,0,0,0,0
AGBODENOU Fabian,T71 Dudelange,6,3,1,33.3,11,3.67,2,4,1,7,2.33,1.57,2,1,50.0,7,2.33,2,1,4,0,0,0,0,0,0
HEMMEN Bob,Avanti Mondorf B,6,4,4,100.0,11,2.75,3,4,0,7,1.75,1.57,0,0,0.0,7,1.75,3,1,3,0,0,0,0,0,0
CARUSO Angelo,Racing Luxembourg,6,6,0,0.0,11,1.83,4,2,1,7,1.17,1.57,4,2,50.0,10,1.67,8,0,2,0,0,0,0,0,0
KUNNERT Jean-Pierre,US Heffingen C,14,5,1,20.0,11,2.2,0,1,3,4,0.8,2.75,0,0,0.0,8,1.6,2,0,6,0,0,0,0,0,0
STEFFEN Philippe,Musel Pikes B,4,4,1,25.0,11,2.75,3,4,0,7,1.75,1.57,0,0,0.0,4,1.0,3,0,1,0,0,0,0,0,0
BECKERS Steen,Black Star Mersch C,5,2,1,50.0,11,5.5,3,4,0,7,3.5,1.57,0,0,0.0,1,0.5,0,0,1,0,0,0,0,0,0
HOMMEL Sebastien,AB Contern B,6,1,0,0.0,11,11.0,0,2,3,5,5.0,2.2,0,0,0.0,2,2.0,1,0,1,0,0,0,0,0,0
SANCHES GOMES BARROS Sandro Romao,AS Soleuvre B,6,4,1,25.0,11,2.75,2,3,1,6,1.5,1.83,4,2,50.0,7,1.75,5,0,2,0,0,0,0,0,0
HADZAJLIC Elhan,Kordall Steelers B,15,4,1,25.0,11,2.75,1,5,0,6,1.5,1.83,0,0,0.0,6,1.5,1,1,4,0,0,0,0,0,0
MAIGA Ousmane,AS Soleuvre C,4,5,0,0.0,11,2.2,0,4,1,5,1.0,2.2,0,0,0.0,1,0.2,1,0,0,0,0,0,0,0,0
REHLINGER Max,Black Frogs Schieren C,5,2,0,0.0,11,5.5,1,2,2,5,2.5,2.2,0,0,0.0,4,2.0,1,1,2,0,0,0,0,0,0
COLBACH Nicolas,US Heffingen C,4,3,2,66.7,11,3.67,3,4,0,7,2.33,1.57,2,1,50.0,7,2.33,1,1,5,0,0,0,0,0,0
GOERES KLER Philippe Simon,Sparta Bertrange C,13,2,0,0.0,11,5.5,2,3,1,6,3.0,1.83,0,0,0.0,3,1.5,1,0,2,0,0,0,0,0,0
RIES Ben,Telstar Hesperange D,6,3,1,33.3,11,3.67,1,3,2,6,2.0,1.83,0,0,0.0,4,1.33,3,0,1,0,0,0,0,0,0
PAKSTYS Mindaugas,Telstar Hesperange C,14,3,0,0.0,11,3.67,1,5,0,6,2.0,1.83,0,0,0.0,10,3.33,4,1,4,0,0,0,1,0,0
FABREGA ZURITA Carlos,Telstar Hesperange B,12,4,3,75.0,11,2.75,1,5,0,6,1.5,1.83,0,0,0.0,8,2.0,2,1,4,0,0,0,1,0,0
FABER Joe,US Heffingen C,15,5,2,40.0,11,2.2,1,5,0,6,1.2,1.83,0,0,0.0,8,1.6,0,1,7,0,0,0,0,0,0
MELANDA Ruben,T71 Dudelange C,4,4,3,75.0,11,2.75,2,3,1,6,1.5,1.83,4,2,50.0,14,3.5,2,1,11,0,0,0,0,0,0
MEDINA VEZO Erikson,Black Frogs Schieren C,14,4,2,50.0,11,2.75,1,5,0,6,1.5,1.83,2,1,50.0,7,1.75,2,2,3,0,0,0,0,0,0
NOVALES PELEATO Patricio,Résidence Walferdange B,10,3,0,0.0,11,3.67,3,4,0,7,2.33,1.57,0,0,0.0,7,2.33,4,0,3,0,0,0,0,0,0
MECHIN Jonathan,Nitia Bettembourg B,5,4,4,100.0,11,2.75,0,4,1,5,1.25,2.2,0,0,0.0,3,0.75,1,0,1,0,0,1,0,0,0
MEYER Louis Alphonse,Rebound Préizerdaul B,13,4,2,50.0,11,2.75,1,2,2,5,1.25,2.2,0,0,0.0,7,1.75,2,2,3,0,0,0,0,0,0
MOREIRA CARDOSO Edvaldo,BC Mess,5,4,0,0.0,11,2.75,0,4,1,5,1.25,2.2,0,0,0.0,3,0.75,2,0,1,0,0,0,0,0,0
HORSMANS Noah,Nitia Bettembourg,15,5,0,0.0,10,2.0,0,5,0,5,1.0,2.0,0,0,0.0,5,1.0,1,0,4,0,0,0,0,0,0
WOHL Loic,Telstar Hesperange,4,4,1,25.0,10,2.5,1,3,1,5,1.25,2.0,0,0,0.0,13,3.25,3,0,10,0,0,0,0,0,0
WAMPACH Daniel,US Heffingen B,10,4,1,25.0,10,2.5,2,4,0,6,1.5,1.67,2,1,50.0,1,0.25,1,0,0,0,0,0,0,0,0
DE BRITO MARTINS Luis,Kordall Steelers,7,6,0,0.0,10,1.67,2,4,0,6,1.0,1.67,2,1,50.0,16,2.67,9,2,5,0,0,0,0,0,0
REDZEPAGIC Haris,AS Soleuvre,10,6,3,50.0,10,1.67,3,2,1,6,1.0,1.67,0,0,0.0,12,2.0,7,1,3,0,0,0,0,0,0
RODRIGUES DELGADO Jeremy,BBC Käldall,13,3,1,33.3,10,3.33,1,3,1,5,1.67,2.0,0,0,0.0,14,4.67,6,1,7,0,0,0,0,0,0
MOLITOR Bjorn,Amicale Steesel C,4,2,0,0.0,10,5.0,1,0,3,4,2.0,2.5,0,0,0.0,2,1.0,0,1,1,0,0,0,0,0,0
MUSTAFIC Marko,Musel Pikes,11,1,0,0.0,10,10.0,0,2,2,4,4.0,2.5,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0
JENIN Cyril,Nitia Bettembourg,4,6,0,0.0,10,1.67,0,2,2,4,0.67,2.5,0,0,0.0,1,0.17,0,0,1,0,0,0,0,0,0
STOYKOV Stefan,CFBB U18,13,3,0,0.0,10,3.33,3,2,1,6,2.0,1.67,2,1,50.0,11,3.67,4,1,6,0,0,0,0,0,0
KUHN Julien,AS Soleuvre B,8,4,0,0.0,10,2.5,1,4,1,6,1.5,1.67,0,0,0.0,6,1.5,1,1,4,0,0,0,0,0,0
HEINESCH Paul,Musel Pikes C,12,4,0,0.0,10,2.5,4,3,0,7,1.75,1.43,0,0,0.0,8,2.0,2,1,4,0,0,0,1,0,0
DEMIROVIC Malik,Bascharage Hedgehogs,6,7,0,0.0,10,1.43,0,5,0,5,0.71,2.0,0,0,0.0,9,1.29,3,1,4,0,0,0,1,0,0
MAES Simon,US Heffingen C,4,4,2,50.0,10,2.5,0,5,0,5,1.25,2.0,0,0,0.0,5,1.25,1,0,4,0,0,0,0,0,0
CIRIKOVIC Kley,AS Soleuvre,7,5,0,0.0,10,2.0,2,4,0,6,1.2,1.67,4,2,50.0,6,1.2,0,1,5,0,0,0,0,0,0
COCARD Louis,CFBB U18,9,3,1,33.3,10,3.33,1,0,3,4,1.33,2.5,2,1,50.0,4,1.33,0,2,2,0,0,0,0,0,0
HABRAN Niels Frederick,Telstar Hesperange B,7,2,1,50.0,10,5.0,0,5,0,5,2.5,2.0,0,0,0.0,2,1.0,1,1,0,0,0,0,0,0,0
DIFINO Luca,US Heffingen C,6,2,0,0.0,10,5.0,0,2,2,4,2.0,2.5,0,0,0.0,1,0.5,1,0,0,0,0,0,0,0,0
DO ROSARIO DELGADO Ivan,T71 Dudelange,7,3,2,66.7,10,3.33,0,5,0,5,1.67,2.0,0,0,0.0,4,1.33,3,0,1,0,0,0,0,0,0
SCHMITZ Laurent,T71 Dudelange C,5,1,0,0.0,9,9.0,3,3,0,6,6.0,1.5,2,1,50.0,3,3.0,2,0,1,0,0,0,0,0,0
BAGDONAS Laurynas Vilmantas,Racing Luxembourg D,13,5,3,60.0,9,1.8,1,5,0,6,1.2,1.5,0,0,0.0,10,2.0,3,1,6,0,0,0,0,0,0
ZEIDAN EP. BEAUCOURT Joseph,Luxembourg Phoenix,5,2,2,100.0,9,4.5,0,3,1,4,2.0,2.25,0,0,0.0,7,3.5,4,0,2,0,1,0,0,0,0
KONSBRUCK Jeff,Musel Pikes B,5,2,1,50.0,9,4.5,0,3,1,4,2.0,2.25,0,0,0.0,5,2.5,0,0,5,0,0,0,0,0,0
ROCK Max,Telstar Hesperange E,8,2,1,50.0,9,4.5,2,2,1,5,2.5,1.8,0,0,0.0,5,2.5,1,1,3,0,0,0,0,0,0
DI FRANCESCO Dario,Racing Luxembourg D,6,2,2,100.0,9,4.5,0,3,1,4,2.0,2.25,0,0,0.0,5,2.5,4,0,1,0,0,0,0,0,0
SCHMIT Sascha,Arantia Larochette C,9,4,1,25.0,9,2.25,0,0,3,3,0.75,3.0,0,0,0.0,3,0.75,1,1,1,0,0,0,0,0,0
HAMALAINEN Harri Tapani,Racing Luxembourg C,10,1,0,0.0,9,9.0,0,0,3,3,3.0,3.0,0,0,0.0,3,3.0,0,1,2,0,0,0,0,0,0
STEINMETZ Ethan,US Heffingen C,7,2,1,50.0,9,4.5,2,2,1,5,2.5,1.8,0,0,0.0,4,2.0,2,1,1,0,0,0,0,0,0
NEVES LIZARDO Leonardo Andre,BBC Dikrich,12,3,0,0.0,9,3.0,0,3,1,4,1.33,2.25,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0
NUNES JORDAO Pedro,Arantia Larochette C,10,1,0,0.0,9,9.0,0,0,3,3,3.0,3.0,0,0,0.0,1,1.0,0,0,1,0,0,0,0,0,0
STEINMETZ Ethan,US Heffingen B,10,1,1,100.0,9,9.0,0,3,1,4,4.0,2.25,0,0,0.0,1,1.0,0,0,1,0,0,0,0,0,0
TASTEKIN Ata,Sparta Bertrange B,13,1,1,100.0,9,9.0,0,3,1,4,4.0,2.25,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0
BOENECKE Steffen,AB Contern C,14,3,1,33.3,9,3.0,5,2,0,7,2.33,1.29,0,0,0.0,3,1.0,0,0,3,0,0,0,0,0,0
VALENTE Jerry,Black Frogs Schieren B,15,3,3,100.0,9,3.0,3,3,0,6,2.0,1.5,2,1,50.0,9,3.0,4,0,5,0,0,0,0,0,0
FIERMONTE Manuel,Nitia Bettembourg B,8,4,0,0.0,9,2.25,1,1,2,4,1.0,2.25,0,0,0.0,4,1.0,2,0,2,0,0,0,0,0,0
ANDRADE LOPES RODRIGUES Guilherme,Telstar Hesperange,7,4,0,0.0,9,2.25,1,4,0,5,1.25,1.8,2,1,50.0,6,1.5,2,1,3,0,0,0,0,0,0
RODEN Gil,Telstar Hesperange D,4,1,0,0.0,9,9.0,0,3,1,4,4.0,2.25,0,0,0.0,4,4.0,0,0,4,0,0,0,0,0,0
RECH Bob,Amicale Steesel,12,6,0,0.0,9,1.5,0,0,3,3,0.5,3.0,0,0,0.0,1,0.17,0,1,0,0,0,0,0,0,0
WERGIFOSSE Lucas,Mambra Mamer B,4,4,0,0.0,9,2.25,1,4,0,5,1.25,1.8,0,0,0.0,10,2.5,3,1,6,0,0,0,0,0,0
REDING Chris Jay,Bascharage Hedgehogs B,4,5,1,20.0,9,1.8,1,1,2,4,0.8,2.25,0,0,0.0,9,1.8,0,2,6,0,0,0,1,0,0
GRETHEN Loris,AS Soleuvre B,5,4,2,50.0,9,2.25,1,1,2,4,1.0,2.25,0,0,0.0,5,1.25,3,1,1,0,0,0,0,0,0
PLUMAT Charel,AS Soleuvre C,9,2,1,50.0,8,4.0,2,3,0,5,2.5,1.6,0,0,0.0,8,4.0,2,1,5,0,0,0,0,0,0
HESS Danilo,US Heffingen C,11,1,1,100.0,8,8.0,1,2,1,4,4.0,2.0,0,0,0.0,1,1.0,0,1,0,0,0,0,0,0,0
PELKES Jazz,Sparta Bertrange B,10,1,0,0.0,8,8.0,0,1,2,3,3.0,2.67,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0
MAESTRI Sergio,Telstar Hesperange E,7,1,0,0.0,8,8.0,1,2,1,4,4.0,2.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0
