PlayerName,Team,PlayerNumber,GamesPlayed,GamesStarted,StartingPercentage,TotalPoints,AvgPointsPerGame,1PMadeShots,2PMadeShots,3PMadeShots,TotalFieldGoalsMade,AvgShotsPerGame,PointsPerShot,FTAttempts,FTMakes,FTPercentage,TotalFouls,AvgFoulsPerGame,PFouls,P1Fouls,P2Fouls,P3Fouls,T1Fouls,U1Fouls,U2Fouls,U3Fouls,GDFouls
THILTGES Mika,Black Frogs Schieren,13,1,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0
THILL Charel Jean,North Fox B,15,1,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,1,1.0,0,0,1,0,0,0,0,0,0
KAMINSKI Lukasz Grzegorz,Résidence Walferdange B,11,1,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,1,1.0,0,0,1,0,0,0,0,0,0
KASSOUF Charbel,Luxembourg Phoenix,5,4,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,1,0.25,0,0,1,0,0,0,0,0,0
KERSCHEN Philippe,AB Contern C,12,3,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0
TRAM Justin,BBC Dikrich,10,2,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,3,1.5,2,0,1,0,0,0,0,0,0
BECKERS Steen,Black Star Mersch B,5,1,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,1,1.0,0,0,1,0,0,0,0,0,0
MELANDA Paulo,T71 Dudelange B,10,1,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,4,4.0,1,0,2,0,0,0,1,0,0
TEIXEIRA BADOIS Alexandre,North Fox B,7,1,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0
TESTORI EP. DIBER Luca,Black Star Mersch B,15,1,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,3,3.0,3,0,0,0,0,0,0,0,0
BECKERS Yannick,Black Star Mersch C,4,1,1,100.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,3,3.0,0,0,3,0,0,0,0,0,0
JEITZ Noah,T71 Dudelange,6,2,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0
BEICHT Jules,Sparta Bertrange,5,2,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,1,0.5,0,0,1,0,0,0,0,0,0
MICHELS Noah,Black Frogs Schieren B,5,3,1,33.3,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,1,0.33,0,0,1,0,0,0,0,0,0
WOHL Landon,Amicale Steesel,10,4,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,1,0.25,0,0,1,0,0,0,0,0,0
WAGENER Jeff,US Heffingen B,5,1,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,2,2.0,0,0,2,0,0,0,0,0,0
FERREIRA CORDEIRO Lucas,Nitia Bettembourg B,10,2,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0
FERREIRA GORDO David,Musel Pikes,13,1,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0
FERREIRA PINTO Jorge Manuel,North Fox B,4,1,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,1,1.0,1,0,0,0,0,0,0,0,0
WAGENER Jeff,US Heffingen C,5,3,1,33.3,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,6,2.0,2,0,4,0,0,0,0,0,0
XIROUCHAKIS Damian Ioannis,AB Contern,6,1,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0
ZUCCA Noah,Kordall Steelers,9,3,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,2,0.67,1,0,1,0,0,0,0,0,0
AGLAMISIS Ioannis,Mambra Mamer C,15,4,4,100.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,3,0.75,0,1,2,0,0,0,0,0,0
